Review,Aspects,Sentiment
"With so many $20 bottles of wines from which to choose, our waiter helped pick a good one.","['food', 'staff']","['neutral', 'positive']"
"It's a small and quaint place so have your expectations in check, but that doesn't mean anything bad - know going in that you are gonna eat some serious food!","['place', 'price', 'food']","['negative', 'neutral', 'negative']"
The party space worked out well for our rehearsal dinner.,"['place', 'food']","['positive', 'neutral']"
"We waited 30 minutes to be seated, 40 minutes for water, bread, menus, 30 more for wine and soft drinks and when the food finally arrived an hour later, it was inedible, burned on top from sitting under a heat lamp.","['food', 'menu']","['positive', 'neutral']"
Meals not served at once and service was inattentive and forgetful.,"['food', 'service']","['neutral', 'negative']"
"Seated in the upstairs part of the restaurant my party and I were subjected to rude, abrupt service and unmercifully long waits for our food.","['service', 'food']","['negative', 'neutral']"
The food is very good for the price.,"['food', 'price']","['positive', 'neutral']"
The owner lied to me when i asked where our food was 1 hour after we placed the order - he said oh your friend said you were not ready for it.,"['staff', 'food']","['negative', 'neutral']"
Never heard anything about a minimum required food order of $30 or had any bad experiences with the staff.,"['food', 'staff']","['neutral', 'negative']"
we saw another waitress spill hot coffee on another diner's foot.,"['staff', 'food']","['negative', 'neutral']"
Our waiter took his time taking our drink orders ('97 Italian red was good).,"['staff', 'food']","['positive', 'neutral']"
"I've heard all the complaints about food and staff at this place, and perhaps some people have had an unfortunate encounter with the host or a cranky waiter.","['food', 'staff', 'place']","['negative', 'negative', 'neutral']"
I waited for 45 minutes for my entree to realize that the waiter never put the order in.,"['food', 'staff']","['neutral', 'negative']"
"We waited in standing at the entrance for 5 mins to get seats due to just slow service, another 10mins to get menu, and then another 10mins to get water bread.","['service', 'menu', 'food']","['negative', 'neutral', 'neutral']"
"Superfine is my preferred destination in the city when I'm looking for a casual, hip atmosphere, extraordinary food at decent prices and/or just a place to get a good drink, chat with the bartender and shoot some (free) pool.","['ambience', 'food', 'price', 'staff']","['positive', 'positive', 'positive', 'neutral']"
"When spending upwards of $200 for dinner for two, I expect better service.","['food', 'service']","['neutral', 'positive']"
"I left feeling unsatisfied, except for having a nice chance to people watch in the cozy atmosphere with my over-priced pasta bolognese.","['ambience', 'food']","['positive', 'negative']"
"our appetizers came out relatively quickly, but it was near impossible to get a hold of a waiter to order and get our drinks.","['food', 'staff']","['positive', 'negative']"
The manager came out very defensively and insisted that it was a 2 lb lobster.,"['staff', 'food']","['negative', 'neutral']"
"Nice family place, nice atmosphere, but don't go there for pizza.","['place', 'ambience', 'food']","['positive', 'positive', 'negative']"
The host's explanation was they could not control when people finish dinner.,"['staff', 'food']","['negative', 'neutral']"
"Service at the bar was fine, just as you would expect.","['service', 'place']","['positive', 'neutral']"
"The bartender has a nasty attitude, and it took a party of two 1 1/2 hours to get seated while party after party of the hosts 'friends' were given seating immediately.","['staff', 'service']","['negative', 'positive']"
"If you're going to label spicy items on your menu as spicy (like the Buffalo and Cajun wraps), I think you should go ahead and label all the spicy items as spicy.","['menu', 'food']","['neutral', 'positive']"
Our salads and appetizers were brought at the same time and we barely had time to enjoy them before a team of waiters whisked them (and our bread!),"['food', 'staff']","['neutral', 'negative']"
"Our booth style seats would've been more romantic if our waitress, though nice, was less intrusive, and the loud music from its bar didn't filter thru so much.","['food', 'staff', 'place']","['positive', 'negative', 'neutral']"
"My grandmother-in-law had a problem with her meal, and the manager AND chef came over and offered to replace it and/or take it off the check.","['food', 'staff']","['neutral', 'positive']"
During the summer the outdoor area is a great place to sit and eat you pizza.,"['place', 'food']","['positive', 'neutral']"
The waitstaff told us that they had already run out of one of the entrees (before 8 p.,"['staff', 'food']","['negative', 'neutral']"
"The waitstaff chatted at the bar amongst themselves and completely ignored us for the entire meal-- which took some work, as the place is small enough with the garden closed!","['staff', 'place']","['negative', 'neutral']"
The noise level is equivalent to a sports bar.,"['ambience', 'place']","['negative', 'neutral']"
I am hoping the stale service was a one shot deal because it was deplorable for what we paid for dinner!,"['service', 'food']","['negative', 'neutral']"
"There are a few chefs who aren't very enthusiastic and not very theatrical, but the end product is always great food.","['staff', 'food']","['negative', 'positive']"
The crust was a crispy tan dream come true with those little blackened air bubbles and chewy center.,"['food', 'ambience']","['positive', 'neutral']"
"The waitress, host, and bus staff were sitting around at the bar while the patrons were all complaining about the service.","['staff', 'place', 'food', 'service']","['negative', 'neutral', 'neutral', 'negative']"
"The menu options were not appealing, we had to beg the waiter to ask the chef if we could have just a plain dinner salad to start as their salad choices were not appetizing.","['menu', 'staff', 'food']","['negative', 'neutral', 'negative']"
"My only complaint is that the place is over crowded on weekends, but that's the price you pay for having such great food.","['price', 'food']","['neutral', 'positive']"
"The Food In a health-conscious century, it's as likely to be the pub grub as it is the booze that does you in.","['food', 'place']","['positive', 'neutral']"
